Rec #,Establishment ID,Inspection ID,Establishment Name,Establishment Type,Establishment Address,Latitude,Longitude,Establishment Status,Min. Inspections Per Year,Infraction Details,Inspection Date,Severity,Action,Outcome,Amount Fined
122,10771340,105094945,MASCOT BREWERY,Restaurant,37 ADVANCE RD,43.63352,-79.52766,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/04/2023,M - Minor,Notice to Comply,,
123,10771340,105094945,MASCOT BREWERY,Restaurant,37 ADVANCE RD,43.63352,-79.52766,Pass,2,Operate food premise - appliances not arranged to permit maintenance in sanitary condition - Sec. 9,01/04/2023,M - Minor,Notice to Comply,,
124,10344485,105094950,MIRAGE BANQUET AND CONVENTION CENTRE,Banquet Facility,1917 ALBION RD,43.74615,-79.61932,Pass,3,,01/04/2023,,,,
125,10755459,105094845,OSAKA SUSHI,Restaurant,"747 DON MILLS RD, Unit-9",43.71355,-79.3356,Pass,3,USE FOOD EQUIPMENT NOT OF SOUND AND TIGHT CONSTRUCTION - SEC. 8(1)(A) ,01/04/2023,S - Significant,Notice to Comply,,
126,10755459,105094845,OSAKA SUSHI,Restaurant,"747 DON MILLS RD, Unit-9",43.71355,-79.3356,Pass,3,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO MAINTAIN RINSE WATER AT 82 C - SEC. 20(1)(A)(II)(A) ,01/04/2023,S - Significant,Notice to Comply,,
127,10755459,105094845,OSAKA SUSHI,Restaurant,"747 DON MILLS RD, Unit-9",43.71355,-79.3356,Pass,3,Fail to protect against entry of pests - Sec. 13(1),01/04/2023,M - Minor,Notice to Comply,,
128,10755459,105094845,OSAKA SUSHI,Restaurant,"747 DON MILLS RD, Unit-9",43.71355,-79.3356,Pass,3,Fail to protect against breeding of pests - Sec. 13(1),01/04/2023,S - Significant,Notice to Comply,,
129,10755459,105094845,OSAKA SUSHI,Restaurant,"747 DON MILLS RD, Unit-9",43.71355,-79.3356,Pass,3,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),01/04/2023,S - Significant,Notice to Comply,,
130,10755459,105094845,OSAKA SUSHI,Restaurant,"747 DON MILLS RD, Unit-9",43.71355,-79.3356,Pass,3,FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D),01/04/2023,M - Minor,Notice to Comply,,
131,10192599,105094756,OWL OF MINERVA,Restaurant,5324 YONGE ST,43.77324,-79.41424,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,01/04/2023,M - Minor,Notice to Comply,,
132,10192599,105094756,OWL OF MINERVA,Restaurant,5324 YONGE ST,43.77324,-79.41424,Pass,3,USE CLOTH NOT IN GOOD REPAIR FOR CLEANING FOOD CONTACT SURFACE - SEC. 16(A),01/04/2023,M - Minor,Corrected During Inspection,,
133,10726906,105094758,OWL OF MINERVA MEAT SHOP,Butcher Shop,5334 YONGE ST,43.77349,-79.41433,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,01/04/2023,M - Minor,Notice to Comply,,
134,10726906,105094758,OWL OF MINERVA MEAT SHOP,Butcher Shop,5334 YONGE ST,43.77349,-79.41433,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,01/04/2023,M - Minor,Notice to Comply,,
135,10579115,105094458,PARAMOUNT FINE FOODS,Restaurant,2450 SHEPPARD AVE E,43.7749,-79.32625,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/04/2023,M - Minor,Notice to Comply,,
136,10579115,105094458,PARAMOUNT FINE FOODS,Restaurant,2450 SHEPPARD AVE E,43.7749,-79.32625,Pass,3,FAIL TO REMOVE WASTES WHEN NECESSARY TO MAINTAIN SANITARY CONDITION - SEC. 12,01/04/2023,S - Significant,Notice to Comply,,
137,10579115,105094458,PARAMOUNT FINE FOODS,Restaurant,2450 SHEPPARD AVE E,43.7749,-79.32625,Pass,3,Fail to protect against breeding of pests - Sec. 13(1),01/04/2023,S - Significant,Notice to Comply,,
138,10477741,105085885,PARKWAY SMOKE & GIFT,Food Store (Convenience/Variety),"85 ELLESMERE RD, Unit-67",43.7571,-79.31241,Pass,1,,01/04/2023,,,,
139,9011944,105094803,PHO DAU BO RESTAURANT,Restaurant,"2437 FINCH AVE W, Unit-4",43.74969,-79.54987,Pass,2,Fail to protect against entry of pests - Sec. 13(1),01/04/2023,M - Minor,Notice to Comply,,
140,9011944,105094803,PHO DAU BO RESTAURANT,Restaurant,"2437 FINCH AVE W, Unit-4",43.74969,-79.54987,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,01/04/2023,NA - Not Applicable,Notice to Comply,,
141,9011944,105094803,PHO DAU BO RESTAURANT,Restaurant,"2437 FINCH AVE W, Unit-4",43.74969,-79.54987,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),01/04/2023,S - Significant,Corrected During Inspection,,
142,9424319,105095136,PIZZA PIZZA,Restaurant,644 SHEPPARD AVE W,43.76967,-79.38312,Pass,2,FAIL TO ENSURE FACILITY SURFACE CLEANED AS NECESSARY - SEC. 22,01/04/2023,S - Significant,Corrected During Inspection,,
143,9424319,105095136,PIZZA PIZZA,Restaurant,644 SHEPPARD AVE W,43.76967,-79.38312,Pass,2,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SOAP OR DETERGENT - SEC. 24(3)(D)  ,01/04/2023,S - Significant,Corrected During Inspection,,
144,10771334,105094819,PIZZAIOLO,Restaurant,718 BROWNS LINE,43.60752,-79.5482,Pass,2,,01/04/2023,,,,
145,10662265,105095143,PIZZAVILLE,Food Take Out,635 MARKHAM ST,43.66524,-79.41237,Pass,2,,01/04/2023,,,,
146,10224752,105095139,POPEYE'S CHICKEN & BISCUITS,Restaurant,3865 JANE ST,43.75634,-79.51708,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/04/2023,M - Minor,Notice to Comply,,
147,10547998,105094941,Pho Cuu Long Mien Tay,Restaurant,2522 JANE ST,43.74,-79.51373,Pass,3,Fail to protect food from contamination or adulteration - Sec. 26(1) ,01/04/2023,C - Crucial,Notice to Comply,,
148,10547998,105094941,Pho Cuu Long Mien Tay,Restaurant,2522 JANE ST,43.74,-79.51373,Pass,3,Fail to ensure equipment surface cleaned as necessary - Sec. 22,01/04/2023,S - Significant,Notice to Comply,,
149,10547998,105094941,Pho Cuu Long Mien Tay,Restaurant,2522 JANE ST,43.74,-79.51373,Pass,3,Fail to protect against entry of pests - Sec. 13(1),01/04/2023,M - Minor,Notice to Comply,,
150,10547998,105094941,Pho Cuu Long Mien Tay,Restaurant,2522 JANE ST,43.74,-79.51373,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/04/2023,M - Minor,Notice to Comply,,
151,10547998,105094941,Pho Cuu Long Mien Tay,Restaurant,2522 JANE ST,43.74,-79.51373,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/04/2023,M - Minor,Notice to Comply,,
152,10547998,105094941,Pho Cuu Long Mien Tay,Restaurant,2522 JANE ST,43.74,-79.51373,Pass,3,Fail to protect against harbouring of pests - Sec. 13(1),01/04/2023,S - Significant,Notice to Comply,,
153,10547998,105094941,Pho Cuu Long Mien Tay,Restaurant,2522 JANE ST,43.74,-79.51373,Pass,3,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),01/04/2023,S - Significant,Corrected During Inspection,,
154,10611506,105095064,ROLLTATION,Food Take Out,3 CARLTON ST,43.66121,-79.38268,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN CEILING IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/04/2023,M - Minor,Notice to Comply,,
155,10441470,105094834,SHANGRI-LA HOTEL (STAFF CAFETERIA),Cafeteria - Private Access,188 UNIVERSITY AVE,43.64929,-79.38583,Pass,2,,01/04/2023,,,,
156,10441472,105094836,SHANGRI-LA HOTEL - PREP KITCHEN,Commissary,"188 UNIVERSITY AVE, Bsmt-P1",43.64929,-79.38583,Pass,2,,01/04/2023,,,,
157,10440792,105094840,SHANGRI-LA HOTEL/BOSK (MAIN KITCHEN),Restaurant,"188 UNIVERSITY AVE, Flr-1",43.64929,-79.38583,Pass,2,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,01/04/2023,S - Significant,Corrected During Inspection,,
158,10440792,105094840,SHANGRI-LA HOTEL/BOSK (MAIN KITCHEN),Restaurant,"188 UNIVERSITY AVE, Flr-1",43.64929,-79.38583,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,01/04/2023,M - Minor,Notice to Comply,,
159,10569950,105094832,SHERYL'S AUTHENTIC CARIBBEAN CUISINE,Restaurant,1720 EGLINTON AVE W,43.69657,-79.44686,Conditional Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/04/2023,M - Minor,Notice to Comply,,
160,10569950,105094832,SHERYL'S AUTHENTIC CARIBBEAN CUISINE,Restaurant,1720 EGLINTON AVE W,43.69657,-79.44686,Conditional Pass,3,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,01/04/2023,NA - Not Applicable,Notice to Comply,,
161,10590289,105094990,SUBWAY,Restaurant,1008 EGLINTON AVE W,43.70034,-79.42975,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),01/04/2023,S - Significant,Corrected During Inspection,,
162,10682839,105088698,SUGARKANE,Restaurant,699 DANFORTH AVE,43.67893,-79.34365,Pass,2,,01/04/2023,,,,
163,10755388,105093694,SUNSET GRILL,Restaurant,1430 LAWRENCE AVE E,43.74194,-79.31343,Pass,2,,01/04/2023,,,,
164,10771352,105095060,SUSHI LEGEND,Restaurant,"11 RAVEL RD, Unit-3",43.79055,-79.36575,Pass,2,,01/04/2023,,,,
165,10449503,105094933,SWEET FLOUR BAKE SHOP,Bakery,"130 CAWTHRA AVE, Unit-105",43.67098,-79.46476,Pass,2,,01/04/2023,,,,
166,10633424,105094854,TASTY CHINESE FOOD,Food Court Vendor,"109 MC CAUL ST, Unit-15",43.65413,-79.3911,Pass,2,,01/04/2023,,,,
167,10532462,105095099,TERRONI,Restaurant,"1095 YONGE ST, Flr-2",43.68,-79.39054,Pass,2,Fail to protect against entry of pests - Sec. 13(1),01/04/2023,M - Minor,Notice to Comply,,
168,10525620,105094931,THE GOOSE: A FIRKIN PUB,Restaurant,"1875 LESLIE ST, Unit-1-2",43.75641,-79.35919,Pass,3,Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ,01/04/2023,M - Minor,Notice to Comply,,
169,10525620,105094931,THE GOOSE: A FIRKIN PUB,Restaurant,"1875 LESLIE ST, Unit-1-2",43.75641,-79.35919,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/04/2023,M - Minor,Notice to Comply,,
170,10525620,105094931,THE GOOSE: A FIRKIN PUB,Restaurant,"1875 LESLIE ST, Unit-1-2",43.75641,-79.35919,Pass,3,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,01/04/2023,NA - Not Applicable,Notice to Comply,,
171,10519448,105094939,TIM HORTONS,Restaurant,3685 KEELE ST,43.75409,-79.48773,Pass,2,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO MAINTAIN RINSE WATER AT 82 C - SEC. 20(1)(A)(II)(A) ,01/04/2023,S - Significant,Corrected During Inspection,,
172,10617512,105094762,TIM HORTONS,Restaurant,4926 BATHURST ST,43.77336,-79.44339,Pass,2,,01/04/2023,,,,
173,10291052,105094944,The Nilgiris,Restaurant,3021 MARKHAM RD,43.82921,-79.24876,Pass,2,Fail to protect against entry of pests - Sec. 13(1),01/04/2023,M - Minor,Notice to Comply,,
174,10291052,105094944,The Nilgiris,Restaurant,3021 MARKHAM RD,43.82921,-79.24876,Pass,2,Operate food premise - equipment not arranged to permit maintenance in sanitary condition - Sec. 9,01/04/2023,M - Minor,Notice to Comply,,
175,10291052,105094944,The Nilgiris,Restaurant,3021 MARKHAM RD,43.82921,-79.24876,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,01/04/2023,M - Minor,Notice to Comply,,
176,10423709,105094907,VANIPHA ASIAN GOURMET,Food Caterer,221 GEARY AVE,43.66938,-79.43876,Pass,3,,01/04/2023,,,,
177,10771347,105095014,VIAA CONVENIENCE STORE & SMOKE SHOP,Food Store (Convenience/Variety),"1077 WILSON AVE, Unit-4",43.72689,-79.48076,Pass,2,Use pallets not of readily cleanable design - Sec. 31,01/04/2023,M - Minor,Notice to Comply,,
178,10771347,105095014,VIAA CONVENIENCE STORE & SMOKE SHOP,Food Store (Convenience/Variety),"1077 WILSON AVE, Unit-4",43.72689,-79.48076,Pass,2,FAIL TO ENSURE FACILITY SURFACE CLEANED AS NECESSARY - SEC. 22,01/04/2023,S - Significant,Corrected During Inspection,,
179,10771347,105095014,VIAA CONVENIENCE STORE & SMOKE SHOP,Food Store (Convenience/Variety),"1077 WILSON AVE, Unit-4",43.72689,-79.48076,Pass,2,OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH TOILET PAPER - SEC. 25(3)(B)  ,01/04/2023,S - Significant,Corrected During Inspection,,
180,10770840,105092091,WANFENG INTERNATIONAL GINSENG AND DRIED SEAFOOD,Food Store (Convenience/Variety),"4675 STEELES AVE E, Unit-1R3",43.82416,-79.30253,Pass,1,,01/04/2023,,,,
181,10555986,105084173,WARRAICH MEATS,Butcher Shop,"6640 FINCH AVE W, Unit-5",43.73413,-79.60589,Conditional Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,01/04/2023,M - Minor,Notice to Comply,,
182,10555986,105084173,WARRAICH MEATS,Butcher Shop,"6640 FINCH AVE W, Unit-5",43.73413,-79.60589,Conditional Pass,3,Use shelves not of readily cleanable design - Sec. 31,01/04/2023,M - Minor,Notice to Comply,,
183,9031690,105094927,WHAT A BAGEL!,Bakery,"808 YORK MILLS RD, Unit-22",43.75364,-79.35785,Pass,2,,01/04/2023,,,,
184,10329592,105095145,WILLY'S JERK,Food Take Out,3889 KEELE ST,43.7608,-79.48964,Pass,2,Food premise not maintained with ceilings in good repair in food-handling room - Sec. 7(1)(g)  ,01/04/2023,M - Minor,Notice to Comply,,
185,10514557,105093196,Winners,Food Store (Convenience/Variety),"47 MILNER AVE, Unit-B",43.78374,-79.25312,Pass,O,,01/04/2023,,,,
186,10658923,105095046,A & W,Restaurant,"355 CHURCH ST, Bldg-1",43.66043,-79.37848,Pass,2,,01/05/2023,,,,
187,10726907,105095700,A & W,Restaurant,85 FRONT ST E,43.64899,-79.37235,Pass,3,,01/05/2023,,,,
188,10719217,105095349,A&W,Restaurant,1606 DANFORTH AVE,43.68373,-79.32312,Pass,2,,01/05/2023,,,,
189,9052471,105095425,ADELINE'S LODGE,Retirement Homes(Licensed),379 LAKE PROMENADE,43.58791,-79.53867,Pass,3,,01/05/2023,,,,
190,10289627,105085896,ALUMNAE THEATRE COMPANY,Restaurant,70 BERKELEY ST,43.65295,-79.36474,Pass,O,,01/05/2023,,,,
191,10460758,105094712,AMICA ON THE AVENUE,Retirement Homes(Licensed),1066 AVENUE RD,43.70578,-79.41014,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,01/05/2023,M - Minor,Notice to Comply,,
192,10460758,105094712,AMICA ON THE AVENUE,Retirement Homes(Licensed),1066 AVENUE RD,43.70578,-79.41014,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/05/2023,M - Minor,Notice to Comply,,
193,10460758,105094712,AMICA ON THE AVENUE,Retirement Homes(Licensed),1066 AVENUE RD,43.70578,-79.41014,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN CEILING IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/05/2023,M - Minor,Notice to Comply,,
194,10771396,105095451,ANEAL'S TASTE OF THE ISLANDS,Restaurant,4807 STEELES AVE W,43.77124,-79.54163,Pass,2,,01/05/2023,,,,
195,10480490,105095347,AXESS GIFT & CONVENIECE,Food Store (Convenience/Variety),2727 JANE ST,43.74115,-79.51329,Pass,1,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/05/2023,M - Minor,Notice to Comply,,
196,10480490,105095347,AXESS GIFT & CONVENIECE,Food Store (Convenience/Variety),2727 JANE ST,43.74115,-79.51329,Pass,1,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,01/05/2023,M - Minor,Notice to Comply,,
197,10745072,105095840,BUTTER CHICKEN FACTORY,Restaurant,560 PARLIAMENT ST,43.66719,-79.36938,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/05/2023,M - Minor,Notice to Comply,,
198,10666043,105095495,BUTTER CHICKEN ROTI,Restaurant,201 KING ST E,43.65084,-79.36982,Pass,3,,01/05/2023,,,,
199,10208063,105095801,CABBAGE TOWN ORGANICS,Supermarket,499 PARLIAMENT ST,43.66467,-79.36812,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/05/2023,M - Minor,Notice to Comply,,
200,10569916,105094720,CAFE DINAH E,Restaurant,"124 EGLINTON AVE W, Unit-3",43.70616,-79.40248,Pass,2,,01/05/2023,,,,
201,10534651,105095611,CASA DEL ZOTTO CHILD CARE,Child Care - Catered,3010 DUFFERIN ST,43.71187,-79.455,Pass,2,,01/05/2023,,,,
202,10461543,105095310,CHAPMAN'S SPECIALTY FOODS CATERING,Food Caterer,1875 LESLIE ST,43.75641,-79.35919,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/05/2023,M - Minor,Notice to Comply,,
203,10461543,105095310,CHAPMAN'S SPECIALTY FOODS CATERING,Food Caterer,1875 LESLIE ST,43.75641,-79.35919,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,01/05/2023,M - Minor,Notice to Comply,,
204,10469449,105095874,CHILD'S NEST CHILD CARE CENTRE,Child Care - Food Preparation,123 COSBURN AVE,43.6895,-79.34727,Pass,3,,01/05/2023,,,,
205,10395543,105095853,CHILD'S NEST INFANT CENTRE,Child Care - Food Preparation,121 COSBURN AVE,43.68948,-79.34739,Pass,3,,01/05/2023,,,,
206,10727418,105094460,CHUNGCHUN RICE DOG,Food Take Out,"3250 MIDLAND AVE, Unit-G112",43.80514,-79.28761,Pass,2,,01/05/2023,,,,
207,10771463,105095960,CIRCLE K,Food Store (Convenience/Variety),485 QUEEN ST W,43.64834,-79.39799,Pass,2,,01/05/2023,,,,
208,9031951,105094769,CLAIREPORT PLACE BANQUET & CONVENTION CENTRE,Banquet Facility,65 CLAIREPORT CRES,43.7461,-79.63127,Pass,3,,01/05/2023,,,,
209,10771476,105096031,COUNTRY STYLE,Food Take Out,272 DUPONT ST,43.67486,-79.40704,Pass,2,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,01/05/2023,S - Significant,Corrected During Inspection,,
210,10771476,105096031,COUNTRY STYLE,Food Take Out,272 DUPONT ST,43.67486,-79.40704,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,01/05/2023,M - Minor,Notice to Comply,,
211,10771469,105095990,CREEDS COFFEE BAR,Supermarket,420 DUPONT ST,43.67388,-79.41234,Pass,3,,01/05/2023,,,,
212,10457127,105095238,Carniceria El Gaucho,Butcher Shop,40 BEVERLY HILLS DR,43.71861,-79.51192,Pass,2,,01/05/2023,,,,
213,10630406,105095985,D & D EXPRESS,Restaurant,272 DUPONT ST,43.67486,-79.40704,Pass,1,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/05/2023,M - Minor,Notice to Comply,,
214,10530882,105095462,DANIELZ BREAD,Bakery,3208 YONGE ST,43.72849,-79.40341,Pass,2,,01/05/2023,,,,
215,10399589,105095842,DEBBIE YEUNG CHILD CARE CENTRE,Child Care - Food Preparation,249 COSBURN AVE,43.69051,-79.34208,Pass,2,,01/05/2023,,,,
216,10618498,105095635,DM Chicken,Restaurant,"3250 MIDLAND AVE, G110-111",43.80514,-79.28761,Pass,2,Fail to protect against entry of pests - Sec. 13(1),01/05/2023,M - Minor,Notice to Comply,,
217,10618498,105095635,DM Chicken,Restaurant,"3250 MIDLAND AVE, G110-111",43.80514,-79.28761,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,01/05/2023,M - Minor,Notice to Comply,,
218,10618498,105095635,DM Chicken,Restaurant,"3250 MIDLAND AVE, G110-111",43.80514,-79.28761,Pass,2,Fail to protect against harbouring of pests - Sec. 13(1),01/05/2023,S - Significant,Notice to Comply,,
219,10503412,105095081,East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",43.78789,-79.26988,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/05/2023,M - Minor,Notice to Comply,,
220,10503412,105095081,East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",43.78789,-79.26988,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,01/05/2023,M - Minor,Notice to Comply,,
221,10503412,105095081,East Court & Mike's BBQ,Food Take Out,"4400 SHEPPARD AVE E, unit-11",43.78789,-79.26988,Pass,2,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,01/05/2023,NA - Not Applicable,Notice to Comply,,
222,10770029,105095325,FAT BASTARD BURRITO,Food Take Out,1118 QUEEN ST W,43.64339,-79.42336,Pass,2,,01/05/2023,,,,
223,10771385,105095362,FAT BASTARD BURRITO,Food Take Out,"96 GERRARD ST E, Unit-3",43.66031,-79.37752,Pass,2,,01/05/2023,,,,
224,10436136,105095345,FIVE GUYS BURGERS AND FRIES,Restaurant,"85 LAIRD DR, Unit-5",43.70623,-79.36101,Pass,2,Fail to protect against entry of pests - Sec. 13(1),01/05/2023,M - Minor,Notice to Comply,,
225,10436136,105095345,FIVE GUYS BURGERS AND FRIES,Restaurant,"85 LAIRD DR, Unit-5",43.70623,-79.36101,Pass,2,Fail to protect against breeding of pests - Sec. 13(1),01/05/2023,S - Significant,Notice to Comply,,
226,10759612,105095455,GIOVANE CAFE,Food Take Out,188 UNIVERSITY AVE,43.64929,-79.38583,Pass,2,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,01/05/2023,NA - Not Applicable,Notice to Comply,,
227,10746637,105080522,GOUTER PATISSERIE & CAFE,Food Take Out,300 EGLINTON AVE W,43.70893,-79.3891,Pass,2,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,01/05/2023,S - Significant,Corrected During Inspection,,
228,10746637,105080522,GOUTER PATISSERIE & CAFE,Food Take Out,300 EGLINTON AVE W,43.70893,-79.3891,Pass,2,Food premise not maintained with non-absorbent floor surface where food handled - Sec. 7(1)(c)(i) ,01/05/2023,M - Minor,Notice to Comply,,
229,10746637,105080522,GOUTER PATISSERIE & CAFE,Food Take Out,300 EGLINTON AVE W,43.70893,-79.3891,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,01/05/2023,M - Minor,Notice to Comply,,
230,10746637,105080522,GOUTER PATISSERIE & CAFE,Food Take Out,300 EGLINTON AVE W,43.70893,-79.3891,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,01/05/2023,NA - Not Applicable,Notice to Comply,,
231,10692428,105095419,GYUKATSU KYOTO KATSUGYU,Restaurant,134 DUNDAS ST E,43.65688,-79.37621,Pass,3,Fail to protect food from contamination or adulteration - Sec. 26(1) ,01/05/2023,C - Crucial,Notice to Comply,,
232,10692428,105095419,GYUKATSU KYOTO KATSUGYU,Restaurant,134 DUNDAS ST E,43.65688,-79.37621,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN CEILING IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,01/05/2023,M - Minor,Notice to Comply,,
233,10493805,105095502,IQ FOOD CO,Restaurant,18 YORK ST,43.64326,-79.38224,Pass,2,,01/05/2023,,,,
234,10771342,105095052,ISTANBUL FINE FOODS,Supermarket,"3715 KEELE ST, Unit-6",43.75624,-79.4889,Pass,3,,01/05/2023,,,,
235,9007758,105095539,JET FUEL COFFEE SHOP,Restaurant,519 PARLIAMENT ST,43.66526,-79.36836,Pass,2,,01/05/2023,,,,
236,10372854,105095422,KABUL EXPRESS,Restaurant,126 DUNDAS ST E,43.65683,-79.37645,Pass,3,Food premise not maintained to permit sanitary maintenance of ceilings - Sec. 7(1)(d) ,01/05/2023,M - Minor,Notice to Comply,,
237,9008026,105095240,KABUL FARMS,Supermarket,"40 BEVERLY HILLS DR, Unit-44",43.71861,-79.51192,Pass,2,Food premise not maintained with ceilings in good repair in food-handling room - Sec. 7(1)(g)  ,01/05/2023,M - Minor,Notice to Comply,,
